product_norm,branch,period_start,period_end,num_occurrences,price_mean,price_min,price_max
SARDINHA PALMEIRA 1259,JOÃO PESSOA,01.12,07.12,1,4.80,4.80,4.80
SARDINHA PALMEIRA 1259,JOÃO PESSOA,03.11,09.11,1,4.28,4.28,4.28
SARDINHA PALMEIRA 1259,JOÃO PESSOA,17.11,23.11,1,4.28,4.28,4.28
SARDINHA PALMEIRA 1259,JOÃO PESSOA,24.11,30.11,1,4.58,4.58,4.58
SARDINHA PALMEIRA 1259,JUAZEIRO DO NORTE,01.12,07.12,1,3.80,3.80,3.80
SARDINHA PALMEIRA 1259,JUAZEIRO DO NORTE,03.11,09.11,1,3.48,3.48,3.48
SARDINHA PALMEIRA 1259,JUAZEIRO DO NORTE,10.11,16.11,1,3.80,3.80,3.80
SARDINHA PALMEIRA 1259,JUAZEIRO DO NORTE,17.11,23.11,1,3.80,3.80,3.80
SHAMPOO+ CONDICIONADOR SKALA 325ML - TIPOS,VITÓRIA DA CONQUISTA,06.10,12.10,1,13.20,13.20,13.20
SOBRECOXA DE FRANGO CONGELADA MAURICÉA IQF 1KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,13.20,13.20,13.20
SOBRECOXA DE FRANGO CONGELADA SEARA IQF 1KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,13.90,13.90,13.90
SOBRECOXA DE FRANGO CONGELADO BOM TODO BANDEJA 1KG,CAMPINA GRANDE,06.10,12.10,1,10.89,10.89,10.89
"SUCO DELIFRUT SABORES 1,5 LITRO",VITÓRIA DA CONQUISTA,29.09,05.10,1,5.88,5.88,5.88
TAPIOCA PARAGUASSU 1KG,BRUMADO,13.10,19.10,1,6.00,6.00,6.00
TE EE 20: TA ] DO DADA É NHO,JOÃO PESSOA,06.10,12.10,1,7.80,7.80,7.80
TEMPERO SAZON 60G,JOÃO PESSOA,06.10,12.10,1,3.00,3.00,3.00
TEMPERO SAZON 60G,JUAZEIRO DO NORTE,10.11,16.11,1,4.28,4.28,4.28
"TIGELA DUP COLOR SORTIDO 8,5 LITROS",JOÃO PESSOA,06.10,12.10,1,9.00,9.00,9.00
TOALHA DE BANHO CAMESA SAMBA SORTIDA,BRUMADO,29.09,05.10,1,24.80,24.80,24.80
TOALHA DE BANHO CAMESA SAMBA SORTIDA,VITÓRIA DA CONQUISTA,13.10,19.10,1,19.00,19.00,19.00
TOALHA DE BANHO SISA SORTIDA CADA,VITÓRIA DA CONQUISTA,29.09,05.10,1,29.80,29.80,29.80
TRAVESSEIRO BOM SONO 45X65,JOÃO PESSOA,06.10,12.10,1,16.80,16.80,16.80
TRAVESSEIRO LESTESPUMA PLUTÃO 69X46,VITÓRIA DA CONQUISTA,13.10,19.10,1,19.30,19.30,19.30
TV SMAR ANDROID SLIM HD LED/ HQ 4K HD,VITÓRIA DA CONQUISTA,13.10,19.10,1,198.00,198.00,198.00
TV SMART HQ 50” ANDROID SLIM HD LED,VITÓRIA DA CONQUISTA,29.09,05.10,1,1.98,1.98,1.98
UAU CLORO/ DESENGORDURANTE GRÁTIS PINHO 500ML,BRUMADO,13.10,19.10,1,13.00,13.00,13.00
VASSOURA NYLON BETTANIN NOVICA 1672,JUAZEIRO DO NORTE,06.10,12.10,1,19.89,19.89,19.89
VENTILADOR ELGIN 40CM C/ 7 PÁS 220V,BRUMADO,29.09,05.10,1,890.00,890.00,890.00
VENTILADOR ELGIN 40CM C/ 7 PÁS 220V,VITÓRIA DA CONQUISTA,29.09,05.10,1,138.00,138.00,138.00
VENTILADOR ELGIN 40CM C/7 PÁS 220V,BRUMADO,13.10,19.10,1,4.80,4.80,4.80
VINAGRE DE ÁLCOOL MARATÁ 500ML,BRUMADO,29.09,05.10,1,1.30,1.30,1.30
VINAGRE DE ÁLCOOL REGINA 500ML,BRUMADO,06.10,12.10,1,1.12,1.12,1.12
VODKA NATASHA 900ML,VITÓRIA DA CONQUISTA,29.09,05.10,1,22.89,22.89,22.89
"ÁGUA MINERAL DIAS D'ÁVILA S/GÁS 1,5 LITRO",BRUMADO,29.09,05.10,1,2.18,2.18,2.18
"ÁGUA MINERAL DIAS D'ÁVILA S/GÁS 1,9 LITRO",VITÓRIA DA CONQUISTA,29.09,05.10,1,2.08,2.08,2.08
ÁGUA MINERAL S! GÁS STERBOM 510ML,JUAZEIRO DO NORTE,01.12,07.12,1,0.80,0.80,0.80
ÁGUA MINERAL S/ GÁS AGUAS DO PORTO 510ML,BRUMADO,03.11,06.11,1,0.78,0.78,0.78
ÁGUA MINERAL S/ GÁS AGUAS DO PORTO 510ML,BRUMADO,13.10,19.10,1,0.00,0.00,0.00
ÁGUA MINERAL S/ GÁS AGUAS DO PORTO 510ML,VITÓRIA DA CONQUISTA,03.11,06.11,1,0.78,0.78,0.78
ÁGUA MINERAL S/ GÁS AGUAS DO PORTO 510ML,VITÓRIA DA CONQUISTA,13.10,19.10,1,0.00,0.00,0.00
ÁGUA MINERAL S/ GÁS DIAS D'AVILA 500ML,BRUMADO,06.10,12.10,1,0.00,0.00,0.00
ÁGUA MINERAL S/ GÁS STERBOM 510M!,CAMPINA GRANDE,01.12,07.12,1,0.88,0.88,0.88
ÁGUA MINERAL S/ GÁS STERBOM 510M!,CAMPINA GRANDE,10.11,16.11,1,0.20,0.20,0.20
ÁGUA MINERAL S/ GÁS STERBOM 510M!,CAMPINA GRANDE,17.11,23.11,1,0.88,0.88,0.88
ÁGUA MINERAL S/ GÁS STERBOM 510M!,JOÃO PESSOA,01.12,07.12,1,0.88,0.88,0.88
ÁGUA MINERAL S/ GÁS STERBOM 510M!,JOÃO PESSOA,10.11,16.11,1,0.80,0.80,0.80
ÁGUA MINERAL S/ GÁS STERBOM 510M!,JOÃO PESSOA,17.11,23.11,1,0.88,0.88,0.88
ÁGUA MINERAL S/ GÁS STERBOM 510ML,CAMPINA GRANDE,06.10,12.10,1,0.00,0.00,0.00
ÁGUA MINERAL S/ GÁS STERBOM 510ML,CAMPINA GRANDE,24.11,30.11,1,0.80,0.80,0.80
ÁGUA MINERAL S/ GÁS STERBOM 510ML,JOÃO PESSOA,06.10,12.10,1,0.78,0.78,0.78
ÁGUA MINERAL S/ GÁS STERBOM 510ML,JOÃO PESSOA,24.11,30.11,1,0.80,0.80,0.80
ÁGUA MINERAL S/GÁS AGUAS DO PORTO 510ML,JUAZEIRO DO NORTE,06.10,12.10,1,0.00,0.00,0.00
ÁGUA MINERAL S/GÁS AGUAS DO PORTO 510ML,VITÓRIA DA CONQUISTA,06.10,12.10,1,0.00,0.00,0.00
ÁGUA MINERAL S/GÁS STERBOM 510ML,JUAZEIRO DO NORTE,10.11,16.11,1,0.20,0.20,0.20
ÁGUA MINERAL STERBOM 510M!,CAMPINA GRANDE,03.11,09.11,1,0.00,0.00,0.00
ÁGUA MINERAL STERBOM 510M!,JOÃO PESSOA,03.11,09.11,1,0.00,0.00,0.00
ÁGUA MINERAL STERBOM 510M!,JUAZEIRO DO NORTE,03.11,09.11,1,0.88,0.88,0.88
ÁGUA SANITÁRIA CLORITO 1 LITRO,CAMPINA GRANDE,03.11,09.11,1,1.80,1.80,1.80
ÁGUA SANITÁRIA CLORITO 1 LITRO,CAMPINA GRANDE,06.10,12.10,1,1.58,1.58,1.58
ÁGUA SANITÁRIA CLORITO 1 LITRO,CAMPINA GRANDE,10.11,16.11,1,1.80,1.80,1.80
ÁGUA SANITÁRIA CLORITO 1 LITRO,JOÃO PESSOA,03.11,09.11,1,1.80,1.80,1.80
ÁGUA SANITÁRIA CLORITO 1 LITRO,JOÃO PESSOA,06.10,12.10,1,1.52,1.52,1.52
ÁGUA SANITÁRIA CLORITO 1 LITRO,JOÃO PESSOA,10.11,16.11,1,1.80,1.80,1.80
ÁGUA SANITÁRIA DRAGÃO 1 LITRO,JUAZEIRO DO NORTE,06.10,12.10,1,1.20,1.20,1.20
ÁGUA SANITÁRIA ZAB 1 LITRO,BRUMADO,06.10,12.10,1,1.20,1.20,1.20
ÁGUA SANITÁRIA ZAB 1 LITRO,VITÓRIA DA CONQUISTA,29.09,05.10,1,1.90,1.90,1.90
“EITE CONDENSADO BETÂNIA 395G TP,VITÓRIA DA CONQUISTA,29.09,05.10,1,5.00,5.00,5.00
